id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,married,car_possession,offspring,offspring_identified
182,25.0,1,1,16.0,2,1,3.0,5.0,0,0,3.0,0,0,1,333030.0,1.0,3,0,0,0
183,28.0,0,1,9.0,2,1,3.0,5.0,0,0,7.0,0,1,1,310575.0,1.0,1,0,0,0
184,55.0,1,0,18.0,0,1,3.0,5.0,0,0,5.0,0,1,1,306420.0,1.0,1,1,0,0
185,27.0,1,0,9.0,1,1,3.0,5.0,0,1,2.0,1,0,1,270780.0,1.0,3,1,0,0
186,22.0,1,1,14.0,1,1,2.0,5.0,0,0,3.0,0,1,1,310245.0,1.0,1,1,0,0
187,49.0,0,0,9.0,1,1,1.0,3.0,4,0,6.0,0,1,0,502545.0,0.0,1,0,0,0
188,24.0,1,1,8.0,2,1,2.0,4.0,0,0,1.0,0,2,1,261180.0,1.0,1,1,0,0
189,51.0,1,0,20.0,1,1,2.0,4.0,0,0,7.0,0,2,1,300000.0,0.0,3,1,0,0
190,24.0,1,0,8.0,2,1,2.0,3.0,0,0,2.0,0,3,1,263715.0,1.0,2,1,0,0
191,31.0,0,1,14.0,2,1,2.0,3.0,0,1,2.0,0,3,1,261225.0,1.0,3,0,0,0
192,,1,0,10.0,2,1,2.0,3.0,0,1,6.0,0,3,1,,0.0,2,0,0,0
193,32.0,1,1,10.0,2,0,2.0,3.0,1,0,1.0,0,3,2,262635.0,0.0,2,1,0,0
194,60.0,0,0,9.0,2,0,2.0,3.0,2,1,1.0,0,4,4,456855.0,0.0,3,1,0,0
195,46.0,0,1,24.0,2,0,2.0,3.0,0,0,2.0,0,2,1,258810.0,0.0,3,0,0,0
196,39.0,0,1,9.0,2,0,2.0,3.0,0,1,2.0,0,3,1,268290.0,0.0,1,1,0,0
197,48.0,1,0,9.0,0,1,2.0,3.0,2,1,6.0,0,4,4,474525.0,0.0,3,1,0,0
198,54.0,1,1,14.0,2,1,2.0,3.0,3,0,5.0,0,3,3,440000.0,0.0,3,0,0,0
199,,0,2,8.0,2,0,2.0,3.0,1,0,6.0,0,3,2,262305.0,0.0,2,0,0,0
200,47.0,1,1,11.0,2,0,2.0,3.0,3,1,2.0,0,2,3,400000.0,0.0,0,0,0,0
201,45.0,1,0,15.0,2,0,2.0,4.0,0,0,4.0,0,2,1,255885.0,0.0,3,1,0,0
202,28.0,1,0,16.0,0,0,2.0,4.0,0,1,2.0,0,2,1,260100.0,0.0,2,0,0,0
203,40.0,1,0,18.0,0,0,2.0,4.0,0,0,5.0,0,2,1,267270.0,0.0,2,0,0,0
204,29.0,0,2,8.0,2,0,2.0,3.0,3,0,1.0,0,3,3,406605.0,0.0,0,1,0,0
205,59.0,0,0,10.0,2,0,2.0,3.0,3,0,5.0,0,2,3,450000.0,0.0,2,1,0,0
206,34.0,1,0,8.0,0,0,2.0,3.0,3,0,2.0,0,3,3,274290.0,0.0,0,0,0,0
207,47.0,0,0,13.0,0,0,2.0,3.0,3,1,2.0,0,4,3,358770.0,0.0,2,1,0,0
208,,0,1,11.0,2,1,2.0,3.0,0,0,2.0,1,3,1,272220.0,1.0,2,1,0,0
209,37.0,0,1,24.0,2,0,2.0,3.0,3,0,2.0,1,3,3,426015.0,0.0,0,1,0,0
210,35.0,0,0,17.0,0,1,2.0,3.0,0,0,2.0,1,4,1,267405.0,0.0,2,0,0,0
211,52.0,1,0,15.0,1,1,2.0,3.0,3,1,3.0,0,2,3,412440.0,0.0,2,1,0,0
212,46.0,1,0,25.0,1,0,2.0,3.0,0,0,1.0,0,3,1,270000.0,0.0,3,0,0,0
213,24.0,1,1,14.0,1,1,2.0,3.0,1,0,3.0,0,3,2,259515.0,0.0,3,1,0,0
214,35.0,1,1,13.0,1,1,2.0,3.0,3,0,2.0,0,2,2,265800.0,0.0,3,1,0,0
215,47.0,1,1,32.0,1,1,2.0,3.0,1,0,5.0,0,2,2,343440.0,0.0,3,1,0,0
216,,0,2,8.0,1,1,2.0,3.0,1,0,1.0,0,4,2,300000.0,0.0,2,1,0,0
217,58.0,1,0,14.0,1,1,2.0,3.0,3,0,5.0,0,3,3,364680.0,0.0,2,0,0,0
218,33.0,1,2,14.0,1,1,2.0,3.0,4,0,2.0,0,3,0,413730.0,0.0,3,1,0,0
219,31.0,0,1,9.0,1,1,2.0,3.0,0,0,3.0,0,3,1,397935.0,1.0,2,0,0,0
220,49.0,1,1,15.0,1,1,2.0,4.0,0,1,2.0,0,3,1,348930.0,0.0,2,1,0,0
221,50.0,0,1,9.0,1,1,2.0,3.0,0,0,1.0,0,3,1,274260.0,0.0,2,1,0,0
222,25.0,1,2,13.0,1,0,2.0,3.0,0,0,2.0,1,3,1,254850.0,0.0,3,1,0,0
223,26.0,0,1,14.0,1,0,2.0,3.0,0,1,1.0,1,2,1,349590.0,1.0,0,0,0,0
224,22.0,0,1,9.0,1,1,2.0,3.0,0,0,3.0,1,2,1,263400.0,1.0,2,1,0,0
225,55.0,0,1,10.0,1,1,1.0,4.0,4,0,2.0,0,0,0,546660.0,0.0,2,0,0,0
226,59.0,0,1,10.0,1,0,1.0,3.0,4,1,6.0,0,1,0,600000.0,0.0,1,1,0,0
227,39.0,0,0,17.0,1,0,1.0,3.0,4,0,2.0,0,1,0,539070.0,0.0,1,0,0,0
228,45.0,1,1,13.0,2,1,2.0,4.0,3,0,7.0,0,2,3,360000.0,0.0,2,1,0,0
229,25.0,1,0,10.0,2,0,3.0,4.0,0,1,2.0,0,4,1,300000.0,0.0,3,1,0,0
230,57.0,1,1,8.0,2,0,1.0,5.0,2,1,4.0,0,0,4,538425.0,0.0,2,1,0,0
231,39.0,0,1,9.0,1,1,3.0,4.0,0,0,2.0,0,2,2,271605.0,0.0,3,0,0,0
232,38.0,1,2,20.0,2,1,2.0,4.0,1,0,2.0,0,3,2,340000.0,0.0,3,0,1,0
233,36.0,1,2,15.0,2,0,2.0,4.0,1,1,5.0,0,2,2,400000.0,0.0,1,0,1,0
234,24.0,1,2,27.0,1,1,2.0,5.0,1,0,3.0,0,3,2,334365.0,0.0,0,0,1,0
235,31.0,1,1,,1,1,2.0,4.0,1,1,2.0,0,2,2,300000.0,0.0,3,1,1,0
236,23.0,1,1,13.0,2,1,2.0,4.0,1,0,1.0,1,2,2,343260.0,0.0,0,0,1,0
237,33.0,1,0,14.0,2,1,2.0,4.0,3,0,4.0,0,2,3,414075.0,0.0,3,1,1,0
238,32.0,0,0,9.0,2,0,2.0,4.0,0,0,2.0,0,2,1,322530.0,0.0,3,1,1,0
239,52.0,1,0,15.0,2,0,2.0,4.0,1,0,2.0,0,2,2,366495.0,0.0,2,1,1,0
240,30.0,0,0,10.0,2,1,2.0,4.0,0,0,5.0,0,2,1,259425.0,0.0,2,1,1,0
