Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,MonthlyIncome,offspring,offspring_identified,TypeofContact_Self Enquiry,Occupation_salaried,Occupation_smallbusiness,Gender_MALE,ProductPitched_deluxe,ProductPitched_king,ProductPitched_standard,ProductPitched_superdeluxe,Designation_executive,Designation_manager,Designation_seniormanager,Designation_vp,married_独身,married_結婚済み,married_離婚済み,car_possession_車なし,Cluster,ProdTaken
51.0,2,10.0,2.0,4.0,3.0,3.0,1,2,366900.0,0,0,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,3,0
43.0,2,11.0,2.0,4.0,3.0,5.0,1,2,262560.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,2,1
40.0,2,15.0,2.0,4.0,3.0,2.0,1,1,437895.0,0,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0
39.3096536477524,1,9.0,1.0,3.0,3.0,1.0,0,3,269235.0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0
54.0,2,16.0,1.0,1.0,4.0,1.0,1,4,428610.0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,0,0
39.3096536477524,2,15.0,1.0,4.0,3.0,1.0,0,3,243540.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
26.0,2,17.0,1.0,3.0,3.0,2.0,0,4,256455.0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0
45.0,1,23.0,1.0,3.0,3.0,1.0,0,5,252360.0,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,2,0
31.0,3,14.0,1.0,3.0,3.0,2.0,0,3,260000.0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
27.0,2,15.0,1.0,1.0,3.0,2.0,0,3,256890.0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,2,0
40.0,1,11.0,1.0,2.0,3.0,1.0,0,3,331515.0,0,0,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,0
39.3096536477524,1,17.0,1.0,3.0,3.0,6.0,1,4,270870.0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1,1
33.0,2,9.0,2.0,4.0,3.0,1.0,0,4,320000.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,2,1
20.0,2,35.0,2.0,4.0,3.0,3.0,0,3,262500.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,1
58.0,2,15.0,2.0,4.0,3.0,2.0,0,3,266790.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,2,0
33.0,1,17.0,2.0,4.0,4.0,2.0,1,3,271980.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
20.0,2,11.0,2.0,4.0,3.0,2.0,1,4,300000.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,2,1
32.0,2,28.0,2.0,4.0,3.0,5.0,1,4,349995.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,2,1
34.0,2,20.0,2.0,4.0,3.0,7.0,0,4,270405.0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2,1
25.0,2,15.0,2.0,4.0,3.0,7.0,0,3,295065.0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2,1
51.0,2,15.0,1.0,4.0,3.0,2.0,0,2,274395.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
40.0,2,7.0,1.0,4.0,3.0,5.0,0,2,280200.0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,0,0
26.0,3,11.0,1.0,4.0,3.0,3.0,1,2,370000.0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,3,1
22.0,2,9.0,1.0,4.0,3.0,2.0,1,2,254535.0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,2,1
46.0,1,10.0,2.0,3.0,3.0,3.0,0,2,356131.7103157282,0,0,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,1,0
21.0,1,9.0,2.0,3.0,3.0,3.0,0,1,258405.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,0
24.0,2,14.0,2.0,3.0,3.0,3.0,0,2,344400.0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,3,1
45.0,2,12.0,2.0,3.0,3.0,5.0,0,2,330000.0,0,0,True,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,1,0
33.0,1,7.0,2.0,3.0,3.0,1.0,0,1,254205.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
33.0,1,16.0,2.0,3.0,3.0,2.0,0,2,288480.0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,1,0
56.0,2,15.0,2.0,3.0,3.0,2.0,0,2,500000.0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0,0
36.0,1,13.0,2.0,3.0,3.0,2.0,0,2,500000.0,0,0,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
41.0,1,17.0,2.0,3.0,4.0,3.0,0,2,413865.0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0,0
50.0,2,6.0,2.0,3.0,4.0,1.0,0,2,460000.0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,0,0
31.0,1,17.0,2.0,4.0,3.0,5.0,0,1,257340.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0
22.0,3,16.0,2.0,3.0,3.0,2.0,0,1,255405.0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2,0
38.0,2,16.0,2.0,3.0,4.0,5.0,0,2,270000.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,1
38.0,1,18.0,1.0,3.0,3.0,5.0,0,3,249315.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0
31.0,2,16.0,2.0,3.0,3.0,2.0,0,1,259680.0,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,2,0
18.0,2,8.0,2.0,3.0,3.0,7.0,0,2,242280.0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,2,1
52.0,3,8.0,1.0,3.0,3.0,1.0,0,5,274515.0,0,0,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,4,0
45.0,3,9.0,1.0,3.0,3.0,4.0,0,3,264480.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,0
30.0,1,12.0,2.0,3.0,3.0,5.0,0,1,258390.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
38.0,2,14.0,2.0,3.0,3.0,2.0,0,2,260310.0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,1,1
43.0,2,8.0,2.0,3.0,3.0,2.0,0,1,445575.0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,3,0
43.0,3,16.0,2.0,3.0,4.0,2.0,0,1,436320.0,0,0,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,3,0
35.0,3,16.0,2.0,4.0,3.0,3.0,0,1,371775.0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
26.0,1,14.0,1.0,3.0,3.0,2.0,0,4,267015.0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
46.0,3,17.0,2.0,3.0,4.0,5.0,0,2,336735.0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,3,0
52.0,2,17.0,2.0,3.0,4.0,2.0,0,1,404385.0,0,0,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,3,0
39.0,1,7.0,2.0,3.0,3.0,2.0,0,2,365130.0,0,0,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,3,0
46.0,2,9.0,2.0,3.0,4.0,2.0,0,2,483855.0,0,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0,0
43.0,1,16.0,2.0,3.0,4.0,1.0,0,1,474720.0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,4,0
46.0,1,13.0,2.0,3.0,3.0,4.0,0,2,257970.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
45.0,1,17.0,2.0,3.0,3.0,1.0,0,2,268350.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2,0
55.0,1,17.0,2.0,3.0,3.0,1.0,0,2,400320.0,0,0,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,1,0
55.0,2,8.0,1.0,3.0,3.0,2.0,0,3,420780.0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,4,0
50.0,1,13.0,1.0,3.0,3.0,1.0,0,4,269235.0,0,0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,0
58.0,2,11.0,2.0,3.0,3.0,2.0,1,1,270540.0,0,0,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
27.0,2,7.0,2.0,3.0,3.0,1.0,1,2,258285.0,0,0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,2,1
55.0,2,15.0,2.0,3.0,3.0,2.0,1,1,274380.0,0,0,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3,1
36.0,3,14.0,2.0,3.0,3.0,4.0,1,1,431010.0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0,0
50.0,3,13.0,2.0,3.0,3.0,2.0,1,2,373845.0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0
34.0,2,14.0,3.0,5.0,3.0,6.0,0,1,356131.7103157282,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
24.0,3,15.0,3.0,4.0,3.0,2.0,0,2,353670.0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
53.0,1,14.0,3.0,4.0,3.0,3.0,0,2,449715.0,0,0,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0,0
38.0,2,10.0,3.0,4.0,3.0,1.0,0,2,398475.0,0,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,3,0
45.0,1,8.0,3.0,4.0,3.0,2.0,0,2,390000.0,0,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,3,0
50.0,1,36.0,3.0,4.0,3.0,3.0,0,1,490000.0,0,1,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,0,0
38.0,3,14.0,3.0,4.0,4.0,2.0,0,2,265110.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
41.0,1,8.0,3.0,4.0,3.0,3.0,0,2,385905.0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,0,0
39.0,1,9.0,1.0,3.0,3.0,3.0,0,2,411855.0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,3,0
30.0,1,8.0,1.0,3.0,3.0,1.0,0,2,257025.0,0,0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,2,0
27.0,1,8.0,1.0,3.0,3.0,2.0,0,1,264345.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,2,0
31.0,2,8.0,1.0,3.0,3.0,7.0,0,2,251850.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
46.0,1,11.0,1.0,3.0,3.0,6.0,0,2,467460.0,0,0,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,4,0
45.0,1,7.0,1.0,3.0,3.0,2.0,0,2,476955.0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,0
52.0,1,16.0,1.0,3.0,3.0,4.0,0,2,277005.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,0
35.0,1,7.0,2.0,4.0,3.0,2.0,0,2,245340.0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,0
43.0,1,9.0,2.0,4.0,3.0,1.0,0,2,278595.0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,2,0
27.0,2,15.0,2.0,4.0,3.0,6.0,1,2,296055.0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
36.0,2,8.0,2.0,4.0,3.0,2.0,0,2,264990.0,0,0,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,2,0
40.0,1,14.0,1.0,1.0,3.0,1.0,0,1,430470.0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,3,0
33.0,2,18.0,1.0,3.0,3.0,1.0,0,1,342585.0,0,0,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,0,1
31.0,2,16.0,1.0,3.0,3.0,1.0,0,2,260000.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2,1
31.0,2,14.0,1.0,3.0,3.0,2.0,0,1,332460.0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,0
28.0,1,14.0,1.0,3.673602080624187,3.0,3.0,0,2,300000.0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,1,0
26.0,2,18.0,1.0,1.0,3.0,5.0,0,2,256650.0,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,2,1
39.3096536477524,1,13.0,1.0,3.0,3.0,2.0,0,1,275160.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,2,0
55.0,1,24.0,2.0,3.0,3.0,7.0,0,2,428025.0,0,1,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,0,0
58.0,1,16.0,1.0,1.0,3.0,6.0,0,1,461010.0,0,0,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,0,0
31.0,3,16.0,1.0,3.0,3.0,2.0,0,1,245805.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,2,0
32.0,2,15.0,1.0,3.0,3.0,3.0,0,2,256545.0,0,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,2,1
60.0,1,11.0,1.0,1.0,4.0,6.0,1,1,400000.0,0,0,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,0,0
